subject,condition,joint,mean,std,min,max,RMS,ROM,dominant_freq
1,1,1,6.886517653572572,4.721274443318923,-10.0211970508441,13.8877840272892,8.348863569049001,23.9089810781333,0.019801980198019802
1,1,2,21.96448434415788,18.99783156761615,-0.291447413215326,66.1910368302963,29.03751891424174,66.48248424351162,0.009900990099009901
1,1,3,4.9970458652205485,12.956935270873021,-17.4920033316658,24.997317025362,13.884146679100008,42.4893203570278,0.009900990099009901
1,2,1,7.66330534266447,4.370744479920123,-4.64532953365668,16.8164286981178,8.821575763509092,21.461758231774482,0.009900990099009901
1,2,2,14.274132849911837,15.21272162188276,-2.78013880541051,65.5762781479363,20.85816866337928,68.35641695334682,0.009900990099009901
1,2,3,4.329771226145192,11.840452568466684,-14.4261496260402,25.0111537044441,12.604516324695872,39.4373033304843,0.009900990099009901
1,3,1,2.24507528142904,5.943888704056731,-8.98819305169116,16.221615402626,6.352376400930426,25.209808454317162,0.0049504950495049506
1,3,2,19.358015422130688,18.64745274126695,-1.92913715592457,62.0357488350389,26.875418368791976,63.964885990963474,0.009900990099009901
1,3,3,5.380002985566926,13.25660221704884,-19.0280982847942,28.9769977753737,14.303668609913975,48.0050960601679,0.009900990099009901
2,1,1,4.473678525861852,6.248738394201729,-13.6225715294474,15.5968176100919,7.6838272369190985,29.219389139539302,0.019801980198019802
2,1,2,25.58032025404135,20.615986644943955,4.88522785429614,71.8762447838891,32.85059031806186,66.99101692959297,0.009900990099009901
2,1,3,8.292998337312822,11.723771491991693,-11.1834976488241,26.7710876913412,14.358015059189206,37.9545853401653,0.009900990099009901
2,2,1,4.6404485499870916,5.240595134834205,-16.6718383623738,14.3994545940422,6.9988573462553525,31.071292956416002,0.009900990099009901
2,2,2,16.843667652419587,16.79872940705838,4.60988041067249,73.604706190173,23.7858518459666,68.99482577950052,0.009900990099009901
2,2,3,5.284464063927911,12.534466488875928,-15.8685265157478,28.4813049152157,13.600023233987708,44.3498314309635,0.009900990099009901
2,3,1,0.2226840687742178,6.7128166136769085,-20.0762270459439,15.0190861892925,6.7148482640075455,35.0953132352364,0.0049504950495049506
2,3,2,23.709855335068127,18.041462140506145,5.31868054645765,66.4786412640731,29.790778109295655,61.159960717615455,0.009900990099009901
2,3,3,6.264254233724073,12.454091327809666,-14.7764352596091,29.3521662174946,13.938023086301461,44.1286014771037,0.009900990099009901
3,1,1,3.8263552975572375,8.180118437666449,-27.0046344609315,15.2187477185453,9.028964869112357,42.2233821794768,0.019801980198019802
3,1,2,21.704168674114328,20.470428810232768,-4.00836374200406,68.4127963833099,29.831224392055645,72.42116012531396,0.009900990099009901
3,1,3,7.376238724244158,13.27219807782272,-16.3334585879,28.2262726000427,15.181335117470468,44.5597311879427,0.009900990099009901
3,2,1,6.492849462264442,6.801744418990661,-20.9877927343119,16.0998185168779,9.402016722261234,37.0876112511898,0.019801980198019802
3,2,2,18.756209838222414,15.639948631416113,-4.33813737902744,67.7751407056736,24.41889243235304,72.11327808470105,0.019801980198019802
3,2,3,7.97511565206935,13.354314198720187,-17.8464807645955,30.645640135503,15.55158806643558,48.4921209000985,0.009900990099009901
3,3,1,1.564844208166844,6.554706579334908,-23.7947806214725,15.3925749843297,6.737332286728271,39.1873556058022,0.009900990099009901
3,3,2,20.361238003347648,20.88439819466239,-5.76146815268826,67.2588680737875,29.163713431877394,73.02033622647576,0.009900990099009901
3,3,3,7.7572526766833345,15.555303950517553,-20.891576889225,33.2129837667348,17.378799273862917,54.1045606559598,0.009900990099009901
4,1,1,5.324281340820578,6.784714928777777,-7.85554846032507,20.0168130707834,8.623081825287967,27.87236153110847,0.009900990099009901
4,1,2,20.607180327865002,22.01792643540696,-5.07690693554751,66.6953227846188,30.153025900958003,71.77222972016631,0.009900990099009901
4,1,3,14.182867298253248,10.966157957099558,-3.50812769705772,33.2733108781136,17.926260406441525,36.78143857517132,0.009900990099009901
4,2,1,9.01421475065999,7.583891111667683,-8.23634048347709,23.9850800379414,11.778921809409216,32.221420521418494,0.009900990099009901
4,2,2,19.751148554849948,16.041919227215757,-1.54758396464286,66.8997293829304,25.44255577016823,68.44731334757326,0.009900990099009901
4,2,3,14.081289477652506,10.85174162211056,-5.92758204379805,33.0626299216003,17.775958832370787,38.990211965398345,0.009900990099009901
4,3,1,1.5099016309369038,5.985499280756363,-10.5597032748378,16.9191286707266,6.171569397783255,27.4788319455644,0.0049504950495049506
4,3,2,17.49634395339995,18.98315133151525,-6.00438484348917,61.3153121765139,25.8128590077545,67.31969702000308,0.009900990099009901
4,3,3,11.50575204947042,12.35070945026334,-11.3438375399429,35.2494777213169,16.877406177650283,46.593315261259804,0.009900990099009901
5,1,1,5.918812576893124,7.528912152552405,-12.6842133847303,20.2400518595328,9.575426824876574,32.924265244263104,0.009900990099009901
5,1,2,25.73061442367746,21.207872347986697,1.11754300784722,73.4307576127681,33.34090142493013,72.31321460492089,0.009900990099009901
5,1,3,8.676090140010803,13.361975529382086,-13.5842619987852,31.6316108224355,15.928858805438407,45.2158728212207,0.009900990099009901
5,2,1,8.58082878733206,6.748334330460122,-7.12443874137973,21.936734300729,10.915497897516184,29.06117304210873,0.009900990099009901
5,2,2,20.94033487694348,15.567667279810573,3.11838077160681,68.9503203187558,26.0908013085999,65.83193954714899,0.009900990099009901
5,2,3,9.850991512116963,13.53020076726036,-13.6384747119154,32.8424354096535,16.733730596515112,46.4809101215689,0.009900990099009901
5,3,1,1.5760140906162872,6.534313818450394,-14.3085367193166,18.7850804435122,6.720114599903313,33.0936171628288,0.0049504950495049506
5,3,2,23.122716845062506,21.356492716969626,-0.0225134481596093,69.4705095319954,31.47275049143366,69.49302298015502,0.009900990099009901
5,3,3,7.694220240535115,14.54984510844457,-16.1993637358433,29.8002783053924,16.45582622669289,45.9996420412357,0.009900990099009901
6,1,1,1.5406078215729946,7.190266543258986,-17.6847299139781,16.9346371043111,7.351721662085828,34.619367018289196,0.009900990099009901
6,1,2,29.916040863783817,20.719313283014692,6.66124888893784,78.3093422869548,36.38745558718785,71.64809339801697,0.009900990099009901
6,1,3,15.15042423744861,12.510892151923015,-6.27603143802587,35.3236569493624,19.64638110859041,41.59968838738827,0.009900990099009901
6,2,1,2.7471725654299233,6.025862443102708,-13.4192484080286,15.6024914987832,6.621178107849899,29.021739906811803,0.009900990099009901
6,2,2,22.55309743493993,15.995141715223957,5.65451267863815,76.0508024807288,27.64706325594035,70.39628980209065,0.009900990099009901
6,2,3,14.829724723519863,13.03312741320914,-9.40768115224672,38.7192241994012,19.740796722580782,48.12690535164792,0.009900990099009901
6,3,1,2.050082248220476,5.108577385725593,-15.8162597158713,15.7081166184341,5.503406267469143,31.5243763343054,0.009900990099009901
6,3,2,26.859679396421285,18.512926228029283,6.58681568267201,70.7826235279866,32.61903044634626,64.19580784531459,0.009900990099009901
6,3,3,13.928817853251642,13.594024235779571,-10.6109905800807,35.4966164567691,19.460677732382454,46.1076070368498,0.009900990099009901
7,1,1,6.1274775498202105,5.996151757323115,-15.0630406321817,16.0780266692722,8.572165309403333,31.1410673014539,0.019801980198019802
7,1,2,29.136159568439485,20.151860392875037,3.77881783027341,74.5523201020799,35.42332894204605,70.77350227180649,0.009900990099009901
7,1,3,7.476692873572124,11.6469101093481,-12.4169756602714,26.0811369898671,13.837785144329107,38.4981126501385,0.009900990099009901
7,2,1,5.772620173510737,5.406683156175647,-17.7993393651386,14.2999929222811,7.908280155728866,32.0993322874197,0.019801980198019802
7,2,2,19.87733495844163,16.17345163178862,1.33503304103865,69.2783354398246,25.623416778802266,67.94330239878595,0.009900990099009901
7,2,3,11.305940605363608,10.657031770931065,-8.26220087631359,30.7910702037591,15.53513421940084,39.05327108007269,0.009900990099009901
7,3,1,-0.6767313210823361,6.06339773572493,-25.0532363482254,9.2016395224531,6.099553835355374,34.254875870678504,0.009900990099009901
7,3,2,24.823583861862613,20.650507867532113,2.22367257958177,72.0460150063208,32.286880931775535,69.82234242673903,0.009900990099009901
7,3,3,7.311479377824859,13.646138417958184,-14.8513269096522,28.6890469499618,15.478457214282448,43.540373859614,0.009900990099009901
8,1,1,4.367873968136876,7.564336297027282,-19.1624410888837,20.3414249436031,8.733222789298933,39.5038660324868,0.009900990099009901
8,1,2,25.966735117359374,19.056698554317133,-1.56700307683302,69.4702191920995,32.20635513956856,71.03722226893252,0.019801980198019802
8,1,3,10.70454238064602,13.844906772672651,-13.7602742400517,30.3936697541065,17.497822130748425,44.1539439941582,0.009900990099009901
8,2,1,4.414158479776077,5.5630570339725605,-14.3415314515501,17.5840647866213,7.1004984368695725,31.9255962381714,0.009900990099009901
8,2,2,22.715298186071177,13.415363420893852,2.78774395199245,66.9925588929122,26.379303485105574,64.20481494091975,0.019801980198019802
8,2,3,14.210939763520708,14.076084968003098,-10.2463719857737,39.0847162841985,19.999722242495334,49.3310882699722,0.009900990099009901
8,3,1,3.236486982578785,4.581423684680289,-12.9903373200271,15.7423489730279,5.608377675727242,28.732686293055,0.009900990099009901
8,3,2,26.92062770574881,19.21217731410865,1.11132848486858,68.8037339539711,33.070307325572756,67.69240546910252,0.009900990099009901
8,3,3,11.30781919374655,16.24923456073631,-17.6144716732909,34.907689479161,19.793273782609443,52.5221611524519,0.009900990099009901
9,1,1,5.219254323257101,7.105120120360814,-15.9707897115148,19.0484888457634,8.814667104556255,35.0192785572782,0.009900990099009901
9,1,2,27.124095285523786,21.970965159383017,-0.713537824560131,75.1615443602719,34.902734608585256,75.87508218483204,0.009900990099009901
9,1,3,9.184423000132327,13.653036217164923,-13.909693454936,32.832328383077,16.45195258601857,46.742021838013,0.009900990099009901
9,2,1,7.830693201811189,5.59714197219498,-14.4193347928255,20.4252104423964,9.624564684585504,34.8445452352219,0.019801980198019802
9,2,2,22.396662926295562,16.210182355706003,-1.05363936648307,72.5582305075063,27.645079816759168,73.61186987398936,0.009900990099009901
9,2,3,9.158201018951793,13.758484955889557,-15.2623451904423,30.6507590130703,16.524976349129382,45.9131042035126,0.009900990099009901
9,3,1,1.7592813107998142,6.13919697386039,-15.2915782389735,15.7346509188187,6.384837658665481,31.0262291577922,0.0049504950495049506
9,3,2,23.63373939560911,22.100462186781108,-1.52874796418217,70.580802424502,32.3533965673914,72.10955038868417,0.009900990099009901
9,3,3,8.804852781067654,14.29501503455314,-16.1110219728582,32.2819982669852,16.786057465290046,48.393020239843395,0.009900990099009901
10,1,1,5.73864757577485,6.634103358647846,-13.2545301189981,18.8500847973647,8.770496883662915,32.1046149163628,0.009900990099009901
10,1,2,22.75172762967052,21.760828074329318,-3.30010683328946,69.8615680672671,31.47920465993263,73.16167490055656,0.009900990099009901
10,1,3,14.54978088234128,14.263892493357488,-10.1478624264394,36.1601609941428,20.37287487549582,46.3080234205822,0.009900990099009901
10,2,1,7.93354986270913,5.851721035077338,-15.0504404808858,18.5693160496338,9.857327259198494,33.6197565305196,0.0049504950495049506
10,2,2,15.739077381448347,14.367102795356384,-2.77465634771792,61.9808760521731,21.307980068038038,64.75553239989102,0.009900990099009901
10,2,3,13.837490609270777,14.493410693116571,-11.5498043107465,37.5480871572997,20.03574581342188,49.0978914680462,0.009900990099009901
10,3,1,0.35068831575191095,6.384488494027803,-15.120226350544,15.6183602063504,6.392534440194601,30.7385865568944,0.0049504950495049506
10,3,2,16.31971720805083,18.165453620603238,-4.06696199274521,59.2640582528441,24.41625517402526,63.331020245589315,0.009900990099009901
10,3,3,12.743715676336695,14.119559033292575,-13.7204773060493,33.2602194422023,19.017506211399787,46.9806967482516,0.009900990099009901
